crop_name,variety,category,state,district,season,month,buyer_type,price,quantity_sold,historical_demand,is_holiday_event,demand_kg,is_synthetic
Onion,Red,Vegetable,Gujarat,Rajkot,Year-Round,10,RETAILER,73.54,1106.55,1459.17,1,1329.9,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Year-Round,4,RESTAURANT,42.44,852.04,755.13,1,1049.39,True
Onion,Red,Vegetable,Maharashtra,Nashik,Zaid,10,WHOLESALER,14.86,1359.73,1479.78,1,3556.61,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Zaid,8,WHOLESALER,73.57,873.59,925.96,0,1046.66,True
Mango,Local,Fruit,Karnataka,Bengaluru,Zaid,8,WHOLESALER,86.71,670.45,772.29,0,931.58,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rabi,4,WHOLESALER,83.9,646.15,625.49,1,841.95,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Rabi,5,RETAILER,51.47,1198.52,919.95,0,815.88,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Kharif,10,WHOLESALER,89.07,767.22,839.76,1,1083.66,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Year-Round,7,INDIVIDUAL,59.85,754.83,827.6,0,363.79,True
Onion,Red,Vegetable,Tamil Nadu,Chennai,Rabi,7,WHOLESALER,53.72,1217.69,1374.35,0,1983.78,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Rabi,9,INDIVIDUAL,16.83,625.42,648.25,0,392.51,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Year-Round,11,INDIVIDUAL,82.36,796.22,987.17,1,446.79,True
Wheat,Common,Cereal,Maharashtra,Nashik,Year-Round,12,RESTAURANT,46.31,2875.18,2422.87,0,2716.75,True
Rice,Common,Cereal,Maharashtra,Nashik,Kharif,6,RESTAURANT,43.6,2720.81,2791.02,0,3466.34,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Zaid,5,RETAILER,48.82,1473.07,1463.71,0,1285.83,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Year-Round,2,RESTAURANT,86.59,1676.21,1635.41,0,1331.11,True
Potato,Local,Vegetable,Maharashtra,Pune,Kharif,12,INDIVIDUAL,53.98,1300.29,1417.68,0,619.63,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Year-Round,5,RESTAURANT,87.99,1031.57,942.87,0,850.7,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Rabi,3,RETAILER,72.79,977.8,936.53,0,698.78,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Year-Round,6,RESTAURANT,51.1,2539.58,2394.9,0,2389.08,True
Rice,Common,Cereal,Gujarat,Rajkot,Year-Round,2,RESTAURANT,29.09,2939.37,2941.76,0,3206.72,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Rabi,4,WHOLESALER,51.6,1770.43,1583.95,1,3054.83,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Kharif,2,WHOLESALER,64.24,458.01,563.63,0,618.57,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Zaid,2,RESTAURANT,29.49,957.64,1126.55,0,1112.77,True
Green Chilli,Local,Spice,Maharashtra,Pune,Kharif,6,INDIVIDUAL,40.43,611.19,601.54,0,325.37,True
Potato,Local,Vegetable,Maharashtra,Pune,Kharif,9,RESTAURANT,79.22,2155.93,1738.33,0,1471.8,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Zaid,8,INDIVIDUAL,21.61,1354.47,1221.6,0,678.95,True
Rice,Common,Cereal,Maharashtra,Mumbai,Zaid,12,RETAILER,44.41,2965.69,2530.31,0,2092.38,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Zaid,4,BUSINESS,84.62,1515.95,1424.98,1,1612.13,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Year-Round,12,RESTAURANT,27.88,3166.4,2986.98,0,3009.4,True
Wheat,Common,Cereal,Maharashtra,Nashik,Year-Round,3,BUSINESS,53.92,2085.01,2143.31,0,2307.39,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Year-Round,1,BUSINESS,33.63,1041.16,1182.36,0,1378.51,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Zaid,2,INDIVIDUAL,37.42,965.96,883.16,0,316.43,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rabi,8,INDIVIDUAL,17.12,1294.45,1228.99,0,636.4,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Rabi,12,RESTAURANT,21.91,1242.57,1224.99,0,1467.28,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Year-Round,5,INDIVIDUAL,40.62,1258.96,1272.74,0,680.03,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Year-Round,1,RETAILER,51.9,1619.28,1325.84,0,1020.6,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Kharif,5,INDIVIDUAL,22.35,1481.91,1387.62,0,849.56,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Year-Round,3,BUSINESS,59.37,1108.3,1301.01,0,1333.88,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Year-Round,1,RETAILER,28.26,1237.3,1030.65,0,1166.75,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Kharif,7,INDIVIDUAL,53.61,845.02,779.39,0,336.94,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Year-Round,7,RETAILER,57.5,1164.93,877.72,0,726.04,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Rabi,5,RESTAURANT,56.15,1283.96,1336.28,0,1368.54,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Rabi,11,RESTAURANT,32.02,1500.85,1451.79,1,1896.79,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Zaid,3,BUSINESS,88.78,1646.16,1664.98,0,1470.49,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Zaid,1,RETAILER,66.44,822.34,951.9,0,682.77,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Rabi,6,BUSINESS,80.73,1208.82,1434.29,0,1259.01,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Kharif,11,RESTAURANT,68.76,1158.42,1076.52,1,1134.48,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Kharif,8,RETAILER,80.47,2340.84,2646.09,0,2066.75,True
Rice,Common,Cereal,Karnataka,Bengaluru,Zaid,7,BUSINESS,72.52,2890.82,2406.86,0,2559.41,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Zaid,2,RETAILER,13.0,743.82,825.5,0,850.81,True
Wheat,Common,Cereal,Maharashtra,Nashik,Rabi,9,RETAILER,40.49,2499.13,2481.8,0,1794.54,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Rabi,7,BUSINESS,26.06,683.07,611.11,0,891.73,True
Onion,Red,Vegetable,Maharashtra,Pune,Year-Round,4,RESTAURANT,58.44,1335.17,1554.39,1,1857.17,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Rabi,10,INDIVIDUAL,58.24,1437.68,1452.63,1,768.17,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Kharif,9,RESTAURANT,55.72,2623.33,2666.52,0,2356.69,True
Onion,Red,Vegetable,Maharashtra,Nashik,Rabi,11,WHOLESALER,49.83,1131.55,1162.39,1,1717.78,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Kharif,5,INDIVIDUAL,43.86,634.47,645.9,0,275.58,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Rabi,10,RESTAURANT,28.15,1822.85,1649.93,1,2476.9,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Zaid,10,INDIVIDUAL,63.65,1040.22,1299.41,1,539.74,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Rabi,12,RETAILER,83.96,814.71,870.4,0,621.4,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Kharif,10,RETAILER,41.13,561.19,565.91,1,690.82,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Kharif,7,INDIVIDUAL,87.5,1507.24,1326.35,0,472.48,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Kharif,3,INDIVIDUAL,41.46,1403.79,1455.81,0,650.96,True
Potato,Local,Vegetable,Tamil Nadu,Chennai,Zaid,4,BUSINESS,70.44,1820.03,1842.64,1,2214.01,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Year-Round,8,RETAILER,25.72,678.31,672.03,0,833.95,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Rabi,7,INDIVIDUAL,71.97,942.73,1131.1,0,494.75,True
Maize,Hybrid,Cereal,Tamil Nadu,Chennai,Zaid,8,INDIVIDUAL,27.77,1308.09,1041.59,0,561.05,True
Onion,Red,Vegetable,Maharashtra,Pune,Zaid,11,INDIVIDUAL,50.08,1499.81,1582.6,1,702.92,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Zaid,1,INDIVIDUAL,34.08,1063.62,1141.27,0,515.3,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Rabi,10,BUSINESS,79.54,988.5,1047.79,1,1234.61,True
Potato,Local,Vegetable,Gujarat,Rajkot,Year-Round,8,WHOLESALER,87.02,2142.57,1837.28,0,2078.47,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Zaid,5,BUSINESS,75.16,1559.31,1479.52,0,1497.27,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Kharif,1,INDIVIDUAL,62.01,578.79,546.17,0,188.34,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Zaid,5,BUSINESS,56.76,2050.2,2193.27,0,2323.99,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Rabi,10,BUSINESS,59.45,2726.07,2356.83,1,2701.47,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rabi,1,BUSINESS,24.03,924.9,981.32,0,1337.69,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Rabi,1,INDIVIDUAL,81.47,809.37,721.3,0,230.45,True
Onion,Red,Vegetable,Maharashtra,Nashik,Zaid,10,BUSINESS,65.96,1457.02,1543.23,1,1971.85,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Kharif,9,BUSINESS,17.93,1017.35,941.28,0,1370.43,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Year-Round,1,RESTAURANT,24.66,1266.53,1398.72,0,1803.75,True
Onion,Red,Vegetable,Maharashtra,Nashik,Year-Round,3,WHOLESALER,88.52,1465.57,1459.15,0,1506.56,True
Mango,Local,Fruit,Tamil Nadu,Chennai,Rabi,2,RETAILER,85.11,1015.49,934.11,0,673.39,True
Potato,Local,Vegetable,Tamil Nadu,Chennai,Year-Round,12,WHOLESALER,42.71,1989.38,1817.04,0,2559.45,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Year-Round,10,RESTAURANT,61.0,2363.4,2390.47,1,2462.26,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Rabi,1,BUSINESS,84.31,2006.36,2496.2,0,2025.31,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Year-Round,4,RETAILER,56.61,773.64,872.42,1,1011.25,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Rabi,8,INDIVIDUAL,15.16,2501.38,2240.24,0,1422.2,True
Green Chilli,Local,Spice,Maharashtra,Pune,Zaid,4,BUSINESS,66.08,642.85,626.53,1,875.26,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Zaid,12,INDIVIDUAL,61.29,2213.59,2910.43,0,1117.54,True
Wheat,Common,Cereal,Maharashtra,Pune,Zaid,4,INDIVIDUAL,30.17,2566.16,2720.41,1,1507.66,True
Potato,Local,Vegetable,Maharashtra,Nashik,Rabi,11,WHOLESALER,62.92,1712.13,1788.4,1,2193.98,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Zaid,6,RETAILER,15.89,919.18,914.38,0,1236.66,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Kharif,10,WHOLESALER,39.29,1377.9,1294.52,1,2366.04,True
Rice,Common,Cereal,Karnataka,Bengaluru,Year-Round,2,RESTAURANT,59.69,2304.54,2808.47,0,2380.23,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Kharif,8,RETAILER,40.5,1211.96,1132.86,0,1096.68,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Rabi,12,BUSINESS,76.69,1075.13,1094.06,0,1026.94,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Kharif,6,WHOLESALER,79.58,824.61,971.18,0,1284.23,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Zaid,12,RETAILER,76.59,1669.6,1616.97,0,1333.82,True
Rice,Common,Cereal,Punjab,Ludhiana,Year-Round,5,WHOLESALER,17.94,2915.88,2791.67,0,6369.45,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Zaid,4,BUSINESS,42.22,1845.33,1479.95,1,2209.8,True
Rice,Common,Cereal,Tamil Nadu,Chennai,Rabi,2,WHOLESALER,26.14,2529.24,2399.09,0,2869.03,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Zaid,9,INDIVIDUAL,26.87,2159.15,1881.32,0,985.84,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Zaid,9,RESTAURANT,57.97,553.59,574.0,0,567.83,True
Wheat,Common,Cereal,Maharashtra,Pune,Year-Round,1,RESTAURANT,26.52,2403.68,2632.06,0,3063.26,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Rabi,12,WHOLESALER,41.2,1143.71,896.18,0,1150.25,True
Maize,Hybrid,Cereal,Tamil Nadu,Chennai,Year-Round,8,RESTAURANT,16.79,1123.93,1108.91,0,1541.79,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Rabi,7,BUSINESS,73.52,1288.71,1554.36,0,1643.82,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Kharif,7,WHOLESALER,44.43,2422.26,2448.88,0,3956.64,True
Maize,Hybrid,Cereal,Tamil Nadu,Chennai,Rabi,2,WHOLESALER,50.31,1103.63,1193.76,0,1363.05,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Year-Round,12,RESTAURANT,83.66,1671.3,1508.98,0,1331.18,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Year-Round,10,BUSINESS,26.35,998.04,1032.55,1,1621.76,True
Wheat,Common,Cereal,Punjab,Ludhiana,Zaid,3,INDIVIDUAL,25.02,2731.56,2120.15,0,1114.42,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Rabi,9,RETAILER,28.1,795.83,901.32,0,905.41,True
Onion,Red,Vegetable,Maharashtra,Nashik,Kharif,2,BUSINESS,20.67,1373.92,1410.0,0,2002.16,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Zaid,11,BUSINESS,35.12,1459.01,1189.22,1,1744.79,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Rabi,3,WHOLESALER,18.59,886.11,954.46,0,1530.42,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Year-Round,5,RETAILER,33.06,1264.55,1143.81,0,1182.01,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Zaid,5,WHOLESALER,45.41,1273.18,1237.1,0,1822.25,True
Potato,Local,Vegetable,Punjab,Ludhiana,Year-Round,4,INDIVIDUAL,59.48,1902.99,1943.09,1,923.54,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Kharif,3,INDIVIDUAL,27.16,1131.13,1054.55,0,454.4,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Zaid,12,BUSINESS,81.99,1377.54,1563.7,0,1342.74,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Kharif,2,RESTAURANT,33.2,1696.96,1717.17,0,1810.33,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Rabi,11,RETAILER,42.83,732.67,890.8,1,846.27,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Year-Round,8,WHOLESALER,46.89,2042.53,1808.83,0,2617.3,True
Rice,Common,Cereal,Maharashtra,Mumbai,Year-Round,11,RETAILER,27.43,2174.11,2337.69,1,2945.34,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Rabi,5,RESTAURANT,58.05,1217.78,1358.95,0,1356.37,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Rabi,9,RETAILER,65.21,1983.21,2206.91,0,1713.17,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rabi,11,RETAILER,51.09,832.16,812.03,1,785.57,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Year-Round,1,RESTAURANT,20.52,1511.35,1392.02,0,1698.8,True
Onion,Red,Vegetable,Tamil Nadu,Chennai,Zaid,5,BUSINESS,78.68,1439.31,1586.97,0,1551.42,True
Maize,Hybrid,Cereal,Tamil Nadu,Chennai,Rabi,11,RETAILER,33.13,1140.28,1082.47,1,1345.13,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Rabi,10,WHOLESALER,40.02,1639.08,2279.26,1,4182.74,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Kharif,10,BUSINESS,66.98,1735.01,1551.43,1,2048.7,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Kharif,4,RESTAURANT,19.46,790.52,845.68,1,1422.21,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Rabi,9,RESTAURANT,88.89,1824.5,1966.98,0,1864.8,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Kharif,10,RETAILER,16.99,2454.56,2537.74,1,3939.9,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Rabi,7,WHOLESALER,19.54,717.97,692.28,0,1316.31,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Kharif,3,WHOLESALER,30.16,2587.72,2559.08,0,3459.76,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Kharif,11,BUSINESS,37.34,1206.92,1304.16,1,1919.37,True
Potato,Local,Vegetable,Maharashtra,Nashik,Zaid,8,WHOLESALER,47.77,1778.08,1898.84,0,2568.22,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Zaid,3,RETAILER,21.53,633.57,807.28,0,857.32,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Rabi,11,WHOLESALER,14.13,2104.45,2366.37,1,5819.79,True
Onion,Red,Vegetable,Maharashtra,Nashik,Kharif,6,WHOLESALER,41.79,1435.46,1479.04,0,2423.41,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Year-Round,6,BUSINESS,56.82,1023.37,1075.71,0,1338.48,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Kharif,4,INDIVIDUAL,79.3,1715.55,2137.67,1,1006.83,True
Rice,Common,Cereal,Punjab,Ludhiana,Zaid,11,RETAILER,50.65,2823.37,2782.15,1,2476.47,True
Rice,Common,Cereal,Tamil Nadu,Chennai,Zaid,3,RESTAURANT,72.33,2177.67,2227.01,0,1734.21,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Rabi,7,RETAILER,82.52,1223.31,1386.23,0,1127.69,True
Mango,Local,Fruit,Maharashtra,Mumbai,Kharif,10,RESTAURANT,88.86,730.02,893.62,1,921.63,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Rabi,12,BUSINESS,51.46,1204.51,1226.99,0,1245.97,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Rabi,8,RETAILER,61.04,1065.48,1040.43,0,905.15,True
Rice,Common,Cereal,Maharashtra,Nashik,Zaid,4,INDIVIDUAL,39.19,1859.36,1906.78,1,1102.9,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Zaid,8,INDIVIDUAL,69.62,559.47,594.32,0,260.2,True
Mango,Local,Fruit,Gujarat,Rajkot,Year-Round,9,RESTAURANT,37.35,660.8,738.38,0,740.24,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Zaid,1,BUSINESS,31.21,1372.4,1411.14,0,1687.31,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Rabi,7,INDIVIDUAL,60.29,2426.97,2396.04,0,970.13,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Rabi,3,RETAILER,40.71,495.99,501.26,0,433.21,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Kharif,9,INDIVIDUAL,14.45,801.14,845.24,0,506.79,True
Potato,Local,Vegetable,Punjab,Ludhiana,Kharif,3,WHOLESALER,33.97,1649.16,1737.01,0,2398.9,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Rabi,12,INDIVIDUAL,72.22,1888.51,2188.4,0,806.36,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rabi,4,WHOLESALER,88.47,2466.78,2402.18,1,3653.59,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Rabi,5,BUSINESS,40.2,1618.16,1193.03,0,1688.04,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Rabi,6,INDIVIDUAL,43.41,1163.65,1196.44,0,601.92,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Rabi,6,RETAILER,63.28,786.67,623.25,0,621.9,True
Potato,Local,Vegetable,Tamil Nadu,Chennai,Zaid,5,WHOLESALER,76.17,1850.76,1648.93,0,2408.97,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Zaid,3,BUSINESS,12.34,886.06,1083.57,0,1729.37,True
Onion,Red,Vegetable,Maharashtra,Nashik,Zaid,9,WHOLESALER,34.75,941.03,1299.5,0,1684.81,True
Maize,Hybrid,Cereal,Tamil Nadu,Chennai,Kharif,6,WHOLESALER,66.32,958.39,1083.96,0,1494.99,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Rabi,11,RESTAURANT,31.95,2806.44,2846.74,1,3479.23,True
Onion,Red,Vegetable,Maharashtra,Nashik,Rabi,4,WHOLESALER,57.59,1238.71,1276.57,1,2073.08,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Zaid,11,BUSINESS,68.84,2850.39,2624.1,1,2881.02,True
Wheat,Common,Cereal,Maharashtra,Nashik,Kharif,3,INDIVIDUAL,39.61,2331.36,2386.62,0,992.97,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Zaid,2,BUSINESS,16.93,1158.61,1092.75,0,1277.01,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Zaid,12,INDIVIDUAL,25.73,1233.56,1259.62,0,537.38,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Kharif,5,INDIVIDUAL,56.61,647.32,621.39,0,285.16,True
Mango,Local,Fruit,Gujarat,Rajkot,Rabi,11,WHOLESALER,80.62,838.5,799.58,1,984.94,True
Rice,Common,Cereal,Gujarat,Rajkot,Zaid,1,RETAILER,72.73,1906.78,1985.57,0,1205.44,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Year-Round,3,BUSINESS,55.72,908.55,966.94,0,814.33,True
Onion,Red,Vegetable,Punjab,Ludhiana,Kharif,7,RETAILER,30.26,1146.45,1080.25,0,1290.86,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Year-Round,4,BUSINESS,55.14,3051.86,2945.47,1,3965.85,True
Rice,Common,Cereal,Maharashtra,Mumbai,Kharif,8,INDIVIDUAL,16.44,2455.47,2489.4,0,1317.1,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Rabi,8,RETAILER,20.77,799.83,820.8,0,892.27,True
Maize,Hybrid,Cereal,Tamil Nadu,Chennai,Year-Round,11,WHOLESALER,88.11,1354.53,1094.31,1,1571.94,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Zaid,11,RESTAURANT,35.57,1278.01,1292.88,1,1648.21,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Year-Round,12,WHOLESALER,44.86,1192.08,1205.06,0,1767.86,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Rabi,10,INDIVIDUAL,35.41,710.49,776.73,1,423.93,True
Rice,Common,Cereal,Karnataka,Bengaluru,Year-Round,10,RETAILER,24.28,2310.31,2920.32,1,3559.12,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Kharif,5,RESTAURANT,21.61,1164.55,1222.11,0,1671.92,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Year-Round,4,WHOLESALER,53.91,577.33,594.7,1,1023.65,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Rabi,8,BUSINESS,89.62,1429.0,1651.25,0,1608.23,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Year-Round,11,BUSINESS,15.08,966.87,1092.77,1,1976.52,True
Rice,Basmati,Cereal,Tamil Nadu,Chennai,Zaid,5,INDIVIDUAL,60.16,2262.18,2185.08,0,779.4,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Rabi,12,RESTAURANT,76.16,1054.25,1194.17,0,1110.26,True
Rice,Basmati,Cereal,Tamil Nadu,Chennai,Year-Round,12,WHOLESALER,61.84,2996.34,2780.25,0,3355.89,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Kharif,10,BUSINESS,42.41,1796.56,1518.56,1,1938.05,True
Tomato,Desi,Vegetable,Maharashtra,Nashik,Year-Round,6,RETAILER,37.32,1304.25,1446.53,0,1678.36,True
Onion,Red,Vegetable,Maharashtra,Nashik,Year-Round,7,WHOLESALER,73.01,1212.62,1198.76,0,1629.83,True
Wheat,Common,Cereal,Punjab,Ludhiana,Rabi,10,WHOLESALER,69.3,2635.04,2446.48,1,3282.17,True
Wheat,Common,Cereal,Punjab,Ludhiana,Zaid,11,INDIVIDUAL,60.07,2595.93,2515.59,1,1148.47,True
Rice,Common,Cereal,Punjab,Ludhiana,Rabi,2,INDIVIDUAL,74.69,2530.57,2410.55,0,813.72,True
Mango,Local,Fruit,Maharashtra,Nashik,Year-Round,10,RETAILER,82.85,1085.43,862.23,1,753.33,True
Potato,Local,Vegetable,Maharashtra,Pune,Kharif,4,RETAILER,61.49,1636.31,1506.2,1,1569.1,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Zaid,7,BUSINESS,77.99,543.39,539.58,0,479.82,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Kharif,10,RESTAURANT,50.66,603.08,565.83,1,728.2,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Rabi,5,RETAILER,26.58,929.64,802.25,0,964.05,True
Mango,Local,Fruit,Punjab,Ludhiana,Kharif,6,BUSINESS,38.88,636.59,847.56,0,1215.47,True
Onion,Red,Vegetable,Maharashtra,Pune,Kharif,7,WHOLESALER,70.49,1841.75,1516.81,0,1854.74,True
Potato,Local,Vegetable,Maharashtra,Nashik,Year-Round,8,BUSINESS,83.45,1406.47,1520.95,0,1499.82,True
Mango,Local,Fruit,Maharashtra,Nashik,Rabi,12,RETAILER,41.22,787.6,791.62,0,698.31,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Year-Round,6,RESTAURANT,16.42,1827.16,1722.03,0,2377.55,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Rabi,1,RESTAURANT,49.57,842.75,781.9,0,738.56,True
Tomato,Desi,Vegetable,Tamil Nadu,Chennai,Year-Round,5,RESTAURANT,52.82,1619.36,1349.3,0,1359.22,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Zaid,10,INDIVIDUAL,49.06,811.83,829.82,1,427.17,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Rabi,4,BUSINESS,35.61,2853.89,2521.71,1,3593.19,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Kharif,10,WHOLESALER,59.42,1399.82,1382.11,1,1650.37,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Zaid,11,BUSINESS,68.83,2422.83,2825.5,1,2955.86,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Zaid,4,RETAILER,31.22,1202.63,1193.74,1,1480.02,True
