crop_name,variety,category,state,district,mandi_name,season,month,quantity_kg,grade,demand_index,historical_avg_price,unit_price,is_synthetic
Rice,Basmati,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Kharif,11,790.88,Grade B,0.87,60.09,45.5,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,11,4951.04,Grade C,1.53,16.53,18.25,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,12,3046.73,Grade A,1.45,67.99,108.14,True
Tomato,Desi,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,1,1102.48,Grade B,1.05,19.31,18.6,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,2,370.62,Grade A,1.49,19.23,28.78,True
Potato,Local,Vegetable,Maharashtra,Pune,Pune APMC,Kharif,2,4031.76,Grade B,0.85,16.76,11.71,True
Rice,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,9,2733.38,Grade A,1.52,36.11,59.25,True
Rice,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,2,1910.01,Grade B,1.78,35.9,56.75,True
Potato,Local,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,5,830.56,Grade A,1.22,17.54,27.39,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Rabi,7,3040.16,Grade C,0.67,41.38,26.33,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Bengaluru APMC,Zaid,12,112.66,Grade C,0.6,36.16,18.93,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,11,1601.36,Grade A,0.78,25.18,21.97,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Kharif,5,3102.85,Grade A,1.35,20.78,30.84,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Kharif,4,3681.11,Grade B,1.1,36.75,38.33,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,11,2927.12,Grade B,1.54,23.78,32.2,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,3,3932.21,Grade B,1.4,73.23,92.73,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,9,2760.77,Grade A,1.19,25.08,29.31,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Kharif,8,1969.83,Grade A,0.72,23.21,19.99,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,8,2692.16,Grade B,1.4,17.91,23.48,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Rabi,7,3492.6,Grade B,1.13,52.28,64.56,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,4,1972.71,Grade B,1.58,32.92,49.51,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,11,1386.52,Grade B,0.64,23.22,12.67,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Kharif,1,720.12,Grade B,0.79,49.96,38.67,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Year-Round,4,1583.37,Grade B,0.89,47.48,41.21,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Rabi,10,192.85,Grade A,0.68,25.12,18.73,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Kharif,7,3587.72,Grade C,1.28,47.81,50.64,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Kharif,8,2935.62,Grade B,0.68,17.36,11.7,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,8,2203.7,Grade B,1.24,19.84,24.8,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,6,1931.04,Grade A,1.64,30.83,63.88,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Year-Round,10,1152.79,Grade B,0.75,30.18,20.58,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,11,905.97,Grade C,1.42,86.32,92.58,True
Mango,Local,Fruit,Maharashtra,Pune,Pune APMC,Rabi,9,3624.67,Grade B,1.34,66.28,79.9,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Zaid,11,3772.69,Grade B,0.65,47.14,25.83,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Zaid,11,3068.97,Grade B,1.09,59.7,54.8,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Kharif,1,2649.07,Grade B,0.7,46.33,31.67,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,9,2561.46,Grade C,1.48,39.07,44.91,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Year-Round,3,2820.09,Grade A,1.42,50.84,76.3,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Vashi APMC,Kharif,8,197.51,Grade B,1.28,37.9,53.33,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Year-Round,7,919.3,Grade A,1.05,48.56,64.35,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Rabi,2,1660.68,Grade B,0.78,19.83,15.8,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Year-Round,3,3156.77,Grade A,1.72,36.9,62.88,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,6,1911.93,Grade B,1.16,31.52,38.84,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Zaid,8,3416.3,Grade A,1.68,38.72,72.01,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Zaid,11,2301.79,Grade B,1.03,37.25,34.04,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Kharif,3,3762.45,Grade B,0.93,35.2,26.23,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Kharif,5,3837.09,Grade A,0.79,48.18,44.11,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Zaid,8,3076.88,Grade B,0.72,55.77,32.69,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Zaid,4,2163.48,Grade B,1.22,18.24,20.68,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,12,1624.95,Grade C,0.78,25.9,17.92,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Year-Round,6,3145.51,Grade A,1.11,39.82,53.99,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,10,1237.07,Grade B,1.67,20.93,32.1,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,1,4021.97,Grade A,1.4,34.01,46.36,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Rabi,11,630.5,Grade C,1.38,84.14,91.07,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Vashi APMC,Zaid,11,4415.84,Grade B,1.05,46.4,40.92,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Zaid,4,2532.81,Grade A,1.64,64.19,116.29,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Rabi,3,544.44,Grade C,1.27,24.85,24.74,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Rabi,1,4376.29,Grade B,1.66,72.56,111.39,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,4,2786.1,Grade B,1.76,22.0,38.61,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Indore Mandi,Zaid,6,2556.98,Grade B,1.65,63.13,106.14,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,3,108.68,Grade B,0.75,21.11,13.31,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,12,3602.73,Grade A,1.27,32.2,41.04,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Kharif,12,1584.61,Grade B,1.23,66.77,77.12,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,5,1593.86,Grade A,1.13,57.25,82.34,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,8,296.51,Grade A,0.82,69.53,69.82,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Zaid,7,1226.23,Grade B,1.2,34.11,44.19,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Zaid,2,900.07,Grade A,0.68,24.03,16.77,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,9,2347.47,Grade C,0.63,75.24,40.99,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Year-Round,3,3479.9,Grade C,1.64,17.39,21.54,True
Rice,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Rabi,4,1874.95,Grade B,0.61,35.74,19.16,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Vashi APMC,Year-Round,12,4797.09,Grade B,1.37,40.44,52.33,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Kharif,10,3745.3,Grade B,1.27,19.68,22.47,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Rabi,2,607.14,Grade A,1.42,54.24,75.82,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,1,3776.32,Grade A,1.04,34.06,38.8,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,8,1078.04,Grade B,1.69,22.67,38.96,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,10,4619.27,Grade B,1.28,69.83,75.76,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,7,1268.17,Grade A,1.29,16.29,25.65,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Year-Round,5,3026.81,Grade C,1.33,23.46,27.04,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Year-Round,8,4724.97,Grade C,0.72,42.94,23.19,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Zaid,3,4288.69,Grade A,1.66,29.97,49.76,True
Potato,Local,Vegetable,Maharashtra,Pune,Pune APMC,Kharif,6,2036.56,Grade B,0.83,16.49,14.29,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Kharif,2,862.37,Grade A,0.67,62.66,37.15,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,5,3882.59,Grade C,1.46,19.69,26.07,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,1,1153.91,Grade C,1.23,17.81,16.51,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,4,3291.32,Grade A,1.42,47.02,73.75,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,2,2001.52,Grade A,1.71,24.26,43.43,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Rabi,1,4975.51,Grade B,1.73,26.22,37.58,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Year-Round,10,3073.21,Grade B,1.46,51.52,68.76,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Kharif,6,1245.25,Grade B,0.67,21.7,15.72,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,6,2985.87,Grade B,1.25,21.48,27.56,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Zaid,10,3479.4,Grade A,1.24,37.79,44.5,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,6,3799.54,Grade A,1.1,27.39,33.24,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Agra Mandi,Rabi,8,976.37,Grade B,1.21,72.36,92.32,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,11,1563.33,Grade C,1.04,19.72,15.87,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Year-Round,2,807.86,Grade C,1.49,27.08,28.76,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,10,1196.92,Grade C,1.25,23.12,21.23,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Zaid,9,3176.19,Grade A,0.69,19.41,14.06,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Rabi,1,3496.34,Grade C,0.89,22.93,13.5,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Rabi,6,3035.78,Grade A,0.77,41.88,40.52,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rajkot APMC,Year-Round,4,4876.75,Grade A,1.75,19.46,36.53,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,7,1713.59,Grade A,0.8,23.94,26.69,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Year-Round,11,1502.72,Grade C,0.85,21.22,13.99,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,9,3746.51,Grade A,0.99,82.34,88.55,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,10,4795.99,Grade A,1.63,72.02,113.17,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,3,1619.52,Grade B,1.25,20.74,25.99,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Vashi APMC,Kharif,10,2264.09,Grade A,1.55,78.81,129.35,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Zaid,2,2685.95,Grade B,0.74,25.56,15.51,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,10,509.58,Grade C,1.22,25.37,22.64,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Agra Mandi,Year-Round,2,2348.14,Grade B,0.62,77.51,38.98,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Kharif,10,561.34,Grade B,0.84,43.22,33.64,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Pune APMC,Kharif,10,2264.53,Grade B,1.39,21.98,26.7,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Rabi,8,954.34,Grade C,0.97,23.99,20.41,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,9,1994.11,Grade B,1.03,48.95,44.8,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Zaid,2,1028.04,Grade B,1.12,48.38,48.83,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Kharif,9,3397.38,Grade B,0.88,56.85,49.39,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Rabi,12,4372.14,Grade A,0.64,20.47,14.34,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,7,4271.01,Grade B,0.9,75.23,67.95,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Zaid,7,4851.13,Grade C,1.36,27.55,32.41,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rajkot APMC,Rabi,11,2257.53,Grade A,0.97,18.07,18.89,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Kharif,7,2052.37,Grade B,1.26,55.51,74.4,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Pune APMC,Kharif,7,3665.81,Grade B,1.09,23.32,24.25,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,9,3485.63,Grade A,1.52,21.5,35.12,True
Mango,Local,Fruit,Punjab,Ludhiana,Ludhiana Mandi,Rabi,5,3513.86,Grade A,0.85,65.86,63.63,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Kharif,3,1595.56,Grade C,0.94,50.92,40.44,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Rabi,12,3883.27,Grade B,0.91,51.82,41.75,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,5,1987.1,Grade A,1.75,24.0,49.35,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,5,4568.84,Grade B,1.51,22.66,33.71,True
Green Chilli,Local,Spice,Maharashtra,Pune,Pune APMC,Rabi,10,982.55,Grade B,1.54,42.86,61.26,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,8,4953.3,Grade A,0.94,22.08,22.34,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,4,1213.0,Grade B,1.13,28.7,30.72,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Zaid,1,182.51,Grade A,0.71,61.44,53.31,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,3,3102.73,Grade A,0.71,20.83,15.62,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,5,3324.74,Grade C,1.43,83.12,100.15,True
Wheat,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,2,1263.51,Grade B,1.21,28.19,30.21,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,6,1636.23,Grade B,0.84,19.46,18.1,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,11,2361.61,Grade A,1.71,20.46,35.79,True
Potato,Local,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,9,3521.09,Grade C,0.75,16.5,9.39,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Zaid,1,1905.52,Grade A,1.56,43.16,72.72,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Agra Mandi,Rabi,3,4451.27,Grade A,0.86,23.43,22.39,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,2,1767.79,Grade C,1.25,33.44,32.6,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,12,3806.98,Grade A,0.71,20.7,15.33,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Rabi,12,2053.04,Grade A,1.11,39.22,44.01,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,3,3080.71,Grade A,0.94,24.28,25.05,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Year-Round,12,2032.06,Grade B,1.37,64.01,85.57,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,1,2056.08,Grade A,1.69,23.63,43.6,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Zaid,1,1032.08,Grade B,1.17,53.3,58.0,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Vashi APMC,Rabi,9,4434.45,Grade A,0.96,35.62,34.07,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,4,3030.66,Grade A,1.14,34.78,39.14,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Year-Round,8,948.36,Grade C,0.74,28.91,17.47,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,10,1360.24,Grade B,0.87,26.43,21.46,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,2,967.08,Grade B,1.03,74.94,61.69,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,5,57.02,Grade B,1.27,25.78,35.41,True
Mango,Local,Fruit,Punjab,Ludhiana,Ludhiana Mandi,Rabi,11,4271.53,Grade A,0.86,65.49,52.42,True
Mango,Local,Fruit,Maharashtra,Pune,Pune APMC,Rabi,5,4314.74,Grade A,0.8,54.33,52.74,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Rabi,1,4255.11,Grade B,1.61,24.6,34.68,True
Rice,Common,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,8,3982.04,Grade A,1.19,36.2,45.98,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Rabi,5,1171.0,Grade C,0.75,55.42,37.82,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,8,594.61,Grade B,1.27,24.22,33.58,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,11,1097.03,Grade A,1.27,20.82,29.69,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rajkot APMC,Rabi,5,1147.24,Grade A,0.86,19.12,19.36,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,3,1071.14,Grade B,0.76,25.62,17.98,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Zaid,5,3416.28,Grade A,1.73,24.95,51.89,True
Mango,Local,Fruit,Gujarat,Rajkot,Rajkot APMC,Kharif,11,439.97,Grade B,0.93,60.77,51.28,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Zaid,12,4110.71,Grade C,0.82,19.49,12.22,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,9,3963.43,Grade A,1.19,35.5,42.45,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Bengaluru APMC,Zaid,1,4080.34,Grade A,1.52,40.86,62.85,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,4,3963.76,Grade A,1.44,17.86,26.89,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,5,4650.98,Grade B,1.51,35.8,52.05,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,2,4052.14,Grade B,1.67,22.28,31.37,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Rabi,11,2663.15,Grade A,0.93,44.72,45.47,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,6,4096.45,Grade B,0.75,17.49,14.5,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,8,2710.47,Grade A,0.77,26.9,24.53,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Rabi,11,4166.1,Grade A,1.16,23.81,28.53,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,7,2160.09,Grade A,0.76,17.41,17.68,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,7,1043.69,Grade A,1.09,16.38,22.41,True
Onion,Red,Vegetable,Maharashtra,Nashik,Nashik APMC,Year-Round,4,2070.92,Grade C,0.97,20.15,15.04,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,5,120.64,Grade A,1.68,27.76,57.39,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,6,2661.22,Grade B,0.87,25.98,22.61,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Zaid,12,3341.91,Grade B,1.54,16.91,24.23,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,10,1302.15,Grade A,1.42,26.07,39.36,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,10,4817.42,Grade A,0.75,26.5,19.03,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Kharif,10,1916.12,Grade B,1.71,41.8,63.74,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,1,2394.02,Grade A,1.5,78.75,125.89,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,6,286.66,Grade A,0.9,40.58,44.52,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Zaid,12,3735.93,Grade A,0.63,36.29,25.05,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,3,1717.72,Grade B,1.34,20.72,25.51,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Zaid,1,1093.85,Grade C,0.89,59.86,35.27,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,11,4855.42,Grade B,1.54,24.65,32.59,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Rabi,11,2908.13,Grade B,1.72,35.38,55.22,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Rabi,2,3959.07,Grade B,0.83,47.66,36.24,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Zaid,3,4221.46,Grade A,0.91,52.21,47.27,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,4,409.15,Grade A,1.03,18.07,21.25,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,6,2538.94,Grade B,0.92,19.72,19.76,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,9,4009.74,Grade A,1.78,25.24,46.85,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,7,4724.12,Grade A,0.62,71.57,54.7,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Rabi,10,3304.1,Grade B,0.62,19.83,10.5,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Rabi,1,3853.41,Grade A,0.95,47.37,39.75,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Kharif,10,3152.93,Grade B,0.69,38.23,21.12,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Kharif,8,1363.49,Grade C,1.0,66.65,58.71,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Rabi,9,2059.76,Grade B,1.78,57.32,101.89,True
Wheat,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,11,1656.53,Grade A,1.56,28.51,45.45,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Indore Mandi,Rabi,8,773.15,Grade B,1.36,59.98,85.1,True
Potato,Local,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,1,4013.09,Grade B,1.77,17.13,26.01,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Kharif,1,932.07,Grade B,0.65,66.17,44.48,True
Rice,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Year-Round,3,2650.04,Grade B,1.44,34.82,46.38,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,4,823.77,Grade B,1.01,21.47,20.39,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,12,2139.02,Grade C,0.73,17.78,10.43,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Rabi,11,673.19,Grade A,1.14,50.11,62.35,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,1,1120.53,Grade B,1.19,22.24,26.37,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Rabi,6,1610.64,Grade B,0.67,26.31,21.36,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,5,2372.76,Grade B,1.21,83.5,108.47,True
